parcel_id,date,ndvi_value,temperature_c,rainfall_mm,sensor_status,mill_id,crop_type,sowing_date,area_hectares
PARCEL_006,20-02-2026,0.29,22.3,1.2,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_012,03-05-2026,0.652,24.9,0.0,Error,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_015,01-05-2026,0.495,24.6,9.2,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_006,14-03-2026,0.597,23.9,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_019,24-02-2026,0.698,30.3,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_007,06-02-2026,0.349,24.2,2.4,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_013,02-05-2026,0.513,19.3,1.7,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_016,06-05-2026,0.5720000000000001,29.7,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_024,04-01-2026,0.17800000000000002,16.6,1.5,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_025,29-04-2026,0.662,30.3,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_023,17-04-2026,0.754,25.2,8.6,Error,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_015,08-05-2026,0.387,32.0,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_021,12-03-2026,0.342,32.4,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_005,26-02-2026,0.37200000000000005,22.3,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_020,14-05-2026,0.628,24.1,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_007,23-01-2026,0.365,26.2,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_005,22-02-2026,0.33299999999999996,23.2,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_020,16-04-2026,0.562,24.1,0.0,Error,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_010,08-05-2026,0.542,33.0,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_003,04-01-2026,0.2,33.4,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_009,03-04-2026,0.624,32.6,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_023,08-04-2026,0.6409999999999999,18.4,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_021,08-02-2026,0.139,16.2,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_012,18-01-2026,0.174,24.7,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_022,08-01-2026,0.23,33.2,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_013,19-04-2026,0.613,18.4,0.0,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_012,24-01-2026,0.166,28.0,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_009,03-05-2026,0.556,18.2,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_005,05-02-2026,0.157,15.7,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_019,29-05-2026,0.43200000000000005,23.4,1.1,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_025,23-04-2026,0.7070000000000001,31.4,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_005,06-03-2026,0.254,32.9,3.6,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_016,12-02-2026,0.34,24.2,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_015,27-04-2026,0.484,18.3,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_025,15-04-2026,0.782,24.3,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_001,03-02-2026,0.16399999999999998,35.0,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_017,26-01-2026,0.294,15.7,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_016,21-03-2026,0.583,19.8,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_011,22-01-2026,0.133,29.6,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_002,22-03-2026,0.605,26.4,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_024,15-04-2026,0.599,25.8,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_021,12-01-2026,0.142,18.4,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_008,26-03-2026,0.6629999999999999,32.0,7.3,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_012,30-01-2026,0.048,26.3,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_025,04-05-2026,0.6579999999999999,23.5,1.9,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_005,27-03-2026,0.627,28.3,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_025,14-01-2026,0.193,25.5,0.0,NA,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_005,26-05-2026,0.441,21.6,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_010,20-02-2026,0.6459999999999999,22.1,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_023,15-01-2026,0.105,31.6,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_020,17-03-2026,0.309,22.0,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_016,21-05-2026,0.5710000000000001,29.5,11.2,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_007,27-02-2026,0.848,26.3,2.4,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_009,11-04-2026,0.675,30.2,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_002,07-05-2026,0.5660000000000001,21.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_023,22-05-2026,0.575,23.1,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_015,14-01-2026,0.44,15.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_018,31-05-2026,0.5329999999999999,29.7,0.0,Error,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_004,10-04-2026,0.5,18.0,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_001,07-04-2026,0.619,34.8,5.5,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_009,19-05-2026,0.537,16.0,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_006,17-01-2026,0.255,25.6,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_022,27-04-2026,0.59,30.8,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_018,27-02-2026,0.594,24.3,6.5,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_002,30-01-2026,0.5,22.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_018,22-04-2026,0.475,21.0,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_010,23-05-2026,0.6459999999999999,24.6,0.0,NA,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_015,28-03-2026,0.763,33.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_020,09-01-2026,0.159,30.7,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_020,29-03-2026,0.746,21.1,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_023,18-04-2026,0.818,16.5,15.8,Error,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_007,18-02-2026,0.5529999999999999,20.3,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_011,15-02-2026,0.183,26.0,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_008,05-01-2026,0.084,16.5,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_010,20-04-2026,0.433,34.3,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_006,22-03-2026,0.767,30.0,5.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_018,11-05-2026,0.56,28.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_023,24-01-2026,0.154,15.6,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_019,27-04-2026,0.537,30.0,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_002,11-03-2026,0.6609999999999999,20.1,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_014,06-01-2026,0.302,30.9,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_006,27-02-2026,0.319,25.1,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_015,13-04-2026,0.664,29.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_002,24-05-2026,0.47,23.0,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_013,04-05-2026,0.637,27.5,3.6,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_005,19-01-2026,0.14,20.2,0.0,NA,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_021,27-04-2026,0.47100000000000003,32.0,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_016,28-05-2026,0.5920000000000001,23.1,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_003,08-01-2026,0.257,23.0,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_021,01-04-2026,0.738,28.3,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_008,26-04-2026,0.5589999999999999,22.5,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_012,23-03-2026,0.284,29.8,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_023,07-03-2026,0.61,27.0,5.1,NA,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_011,29-01-2026,0.287,34.4,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_013,20-05-2026,0.603,24.0,0.0,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_003,27-01-2026,0.201,26.0,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_021,10-01-2026,0.18,31.7,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_003,25-02-2026,0.299,33.1,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_009,13-01-2026,0.079,22.2,2.7,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_025,15-05-2026,0.655,26.6,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_024,01-03-2026,0.615,34.8,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_006,11-04-2026,0.526,26.0,2.2,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_002,25-03-2026,0.768,16.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_013,12-03-2026,0.34,25.5,5.8,Error,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_008,23-05-2026,0.5670000000000001,27.2,3.8,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_018,17-05-2026,0.442,34.7,4.1,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_005,24-05-2026,0.484,33.8,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_019,31-05-2026,0.447,34.8,1.8,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_010,01-04-2026,0.758,18.6,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_022,27-03-2026,0.6459999999999999,17.9,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_016,05-02-2026,0.42200000000000004,26.1,0.0,Error,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_020,05-02-2026,0.048,18.5,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_005,11-01-2026,0.231,31.6,6.8,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_022,17-03-2026,0.804,27.4,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_012,13-02-2026,0.16399999999999998,32.1,1.6,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_015,24-01-2026,0.43,34.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_008,22-05-2026,0.504,34.6,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_013,30-01-2026,0.092,20.1,0.0,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_018,07-03-2026,0.6,23.2,3.2,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_023,23-05-2026,0.51,18.2,3.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_018,06-02-2026,0.327,18.7,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_025,24-04-2026,0.794,31.3,1.4,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_010,06-01-2026,0.162,25.9,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_008,17-02-2026,0.172,27.4,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_013,26-02-2026,0.273,28.6,0.0,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_012,06-03-2026,0.46799999999999997,32.9,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_007,14-04-2026,0.5710000000000001,33.2,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_006,09-03-2026,0.40700000000000003,16.6,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_024,22-03-2026,0.551,29.7,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_014,26-04-2026,0.618,26.2,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_004,07-02-2026,0.644,22.9,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_019,02-01-2026,0.133,18.7,5.5,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_011,15-04-2026,0.624,18.9,0.0,NA,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_005,21-02-2026,0.263,24.5,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_022,22-02-2026,0.8270000000000001,16.7,9.4,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_022,06-02-2026,0.182,20.6,6.4,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_006,07-02-2026,0.22399999999999998,28.5,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_015,10-03-2026,0.49200000000000005,25.0,0.2,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_001,08-05-2026,0.629,34.5,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_015,27-03-2026,0.745,24.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_016,23-04-2026,0.8740000000000001,22.6,3.1,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_004,26-03-2026,0.688,22.4,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_009,22-03-2026,0.6779999999999999,15.9,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_001,17-03-2026,0.7020000000000001,27.9,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_011,05-03-2026,0.287,26.9,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_012,29-04-2026,0.8759999999999999,29.0,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_002,08-05-2026,0.529,31.1,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_022,19-01-2026,0.254,34.5,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_008,28-05-2026,0.419,32.9,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_022,11-01-2026,0.205,25.3,0.0,Error,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_001,07-05-2026,0.867,24.0,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_018,29-05-2026,0.48100000000000004,20.5,9.2,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_023,06-05-2026,0.5529999999999999,31.0,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_002,12-05-2026,0.665,26.1,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_018,09-01-2026,0.16699999999999998,24.1,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_015,06-01-2026,0.451,34.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_006,03-05-2026,0.88,27.5,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_023,26-01-2026,0.214,26.3,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_011,04-03-2026,0.276,31.2,5.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_012,09-03-2026,0.354,25.9,6.3,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_001,02-04-2026,0.519,34.4,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_003,13-01-2026,0.261,21.2,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_009,03-01-2026,0.162,34.8,0.0,Error,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_019,05-05-2026,0.7240000000000001,23.7,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_010,29-05-2026,0.38299999999999995,31.2,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_002,28-01-2026,0.363,16.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_003,31-05-2026,0.616,18.2,2.6,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_004,08-05-2026,0.49200000000000005,18.2,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_009,01-05-2026,0.608,28.0,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_001,13-04-2026,0.6679999999999999,28.2,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_001,19-01-2026,0.092,29.5,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_010,04-05-2026,0.519,35.3,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_024,08-04-2026,0.628,34.2,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_017,31-01-2026,0.342,30.1,0.0,NA,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_011,01-05-2026,0.708,29.8,0.9,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_005,01-03-2026,0.191,27.0,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_020,20-03-2026,0.402,22.2,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_001,28-04-2026,0.792,17.3,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_005,23-05-2026,0.655,25.0,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_014,20-05-2026,0.522,32.9,4.1,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_006,11-03-2026,0.285,33.8,0.0,Error,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_002,29-04-2026,0.406,20.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_009,14-02-2026,0.237,32.5,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_020,27-02-2026,0.442,20.3,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_004,17-03-2026,0.787,32.6,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_014,02-02-2026,0.275,21.4,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_017,17-04-2026,0.634,32.8,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_016,20-03-2026,0.618,34.1,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_001,15-01-2026,0.14300000000000002,30.8,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_011,03-04-2026,0.475,23.2,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_025,26-05-2026,0.452,19.0,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_011,05-05-2026,0.534,32.1,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_008,05-03-2026,0.858,17.6,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_005,30-05-2026,0.5479999999999999,28.1,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_001,10-04-2026,0.733,16.2,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_007,31-03-2026,0.75,35.3,7.3,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_006,21-05-2026,0.62,21.3,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_018,27-05-2026,0.59,23.1,1.9,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_020,14-01-2026,0.188,33.9,5.1,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_025,15-03-2026,0.5329999999999999,35.5,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_002,20-01-2026,0.35100000000000003,22.1,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_020,21-03-2026,0.7340000000000001,20.0,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_005,30-04-2026,0.498,22.3,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_021,28-05-2026,0.44299999999999995,32.5,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_004,20-04-2026,0.653,31.6,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_002,02-04-2026,0.647,31.9,0.0,NA,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_013,21-04-2026,0.507,32.3,0.0,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_024,06-05-2026,0.506,19.3,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_011,12-02-2026,0.09699999999999999,34.3,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_011,05-05-2026,0.564,32.1,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_014,14-01-2026,0.355,21.9,0.0,Error,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_012,02-02-2026,0.11599999999999999,17.4,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_014,12-05-2026,0.401,29.6,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_002,02-01-2026,0.28300000000000003,21.7,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_020,04-04-2026,0.631,34.9,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_007,06-01-2026,0.13699999999999998,30.4,7.8,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_001,21-04-2026,0.7879999999999999,18.3,0.0,Error,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_007,16-03-2026,0.64,22.0,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_025,21-04-2026,0.948,17.3,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_002,07-02-2026,0.289,21.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_018,13-01-2026,0.19899999999999998,22.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_008,12-05-2026,0.44,15.8,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_018,27-04-2026,0.551,34.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_016,21-01-2026,0.122,34.6,0.0,Error,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_023,13-05-2026,0.647,29.4,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_025,10-02-2026,0.405,24.3,3.7,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_013,13-05-2026,0.507,23.4,0.0,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_003,15-03-2026,0.5539999999999999,27.4,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_008,04-03-2026,0.775,28.3,2.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_008,19-04-2026,0.8370000000000001,33.7,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_021,06-03-2026,0.17600000000000002,31.8,8.5,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_008,25-02-2026,0.653,19.8,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_016,04-02-2026,0.285,28.5,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_016,16-05-2026,0.547,28.6,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_024,05-04-2026,0.496,24.7,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_006,18-04-2026,0.76,18.2,0.4,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_001,16-02-2026,0.445,33.5,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_002,19-04-2026,0.5579999999999999,33.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_016,12-03-2026,0.708,16.0,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_006,31-03-2026,0.6709999999999999,18.8,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_015,04-03-2026,0.742,30.9,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_021,16-03-2026,0.26899999999999996,27.8,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_017,14-02-2026,0.642,22.4,7.2,NA,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_009,27-04-2026,0.7709999999999999,32.2,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_017,26-05-2026,0.708,18.2,2.6,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_009,28-03-2026,0.687,31.1,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_010,14-05-2026,0.43799999999999994,25.2,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
